CustomerID,Tenure_Months,Internet_Type,Contract,Monthly_Bill,Total_Charges,Tech_Support_Calls,Speed_Drops,Churn
CUST-1211,30,Fiber Optic,Two year,90.37,2711.1,2,1,0
CUST-1212,39,DSL,One year,46.64,1818.96,0,0,0
CUST-1213,41,DSL,Month-to-month,60.87,2495.67,2,2,0
CUST-1214,3,DSL,Month-to-month,39.23,117.69,4,0,1
CUST-1215,1,DSL,Two year,59.25,59.25,7,3,1
CUST-1216,6,DSL,Month-to-month,42.25,253.5,2,3,0
CUST-1217,42,Fiber Optic,Month-to-month,105.1,4414.2,0,0,1
CUST-1218,10,Fiber Optic,One year,93.45,934.5,8,2,1
CUST-1219,29,DSL,One year,68.74,1993.46,0,3,0
CUST-1220,20,DSL,Two year,42.87,857.4,0,0,0
CUST-1221,48,Fiber Optic,Two year,89.88,4314.24,1,1,0
CUST-1222,65,Fiber Optic,One year,89.39,5810.35,5,1,0
CUST-1223,28,Fiber Optic,Two year,97.62,2733.36,3,3,0
CUST-1224,69,Fiber Optic,One year,83.38,5753.22,2,2,0
CUST-1225,29,DSL,Month-to-month,60.79,1762.91,3,3,1
CUST-1226,49,Fiber Optic,Month-to-month,100.31,4915.19,2,3,1
CUST-1227,58,Fiber Optic,Month-to-month,77.66,4504.28,1,3,0
CUST-1228,49,Fiber Optic,One year,95.74,4691.26,0,2,0
CUST-1229,42,Fiber Optic,One year,95.78,4022.76,1,2,1
CUST-1230,25,Fiber Optic,One year,102.66,2566.5,3,0,1
CUST-1231,69,DSL,Month-to-month,68.78,4745.82,4,1,0
CUST-1232,5,Fiber Optic,One year,89.98,449.9,3,2,0
CUST-1233,7,DSL,Month-to-month,61.81,432.67,1,2,0
CUST-1234,64,Fiber Optic,Month-to-month,102.41,6554.24,3,0,0
CUST-1235,41,Fiber Optic,Month-to-month,86.84,3560.44,3,3,1
CUST-1236,46,DSL,Month-to-month,52.3,2405.8,3,3,0
CUST-1237,57,DSL,One year,67.56,3850.92,3,2,0
CUST-1238,13,Fiber Optic,One year,89.59,1164.67,4,0,0
CUST-1239,3,DSL,Month-to-month,35.18,105.54,1,2,0
CUST-1240,65,DSL,One year,63.25,4111.25,3,0,0
CUST-1241,60,DSL,One year,45.17,2710.2,5,0,0
CUST-1242,63,Fiber Optic,Month-to-month,102.83,6478.29,2,0,0
CUST-1243,11,DSL,One year,44.75,492.25,1,0,0
CUST-1244,22,DSL,Two year,45.72,1005.84,4,3,0
CUST-1245,2,Fiber Optic,Two year,108.08,216.16,2,1,0
CUST-1246,61,DSL,Month-to-month,48.89,2982.29,5,2,0
CUST-1247,46,DSL,Month-to-month,48.32,2222.72,1,2,0
CUST-1248,8,Fiber Optic,Two year,101.88,815.04,0,2,0
CUST-1249,31,DSL,One year,47.65,1477.15,5,0,0
CUST-1250,9,Fiber Optic,Month-to-month,87.15,784.35,4,0,0
CUST-1251,29,Fiber Optic,Month-to-month,107.6,3120.4,3,1,0
CUST-1252,58,DSL,Month-to-month,59.37,3443.46,3,3,0
CUST-1253,24,DSL,Two year,58.13,1395.12,1,0,0
CUST-1254,21,DSL,One year,43.74,918.54,5,1,1
CUST-1255,20,DSL,One year,36.8,736.0,3,1,0
CUST-1256,24,DSL,Two year,62.66,1503.84,5,1,0
CUST-1257,6,Fiber Optic,Two year,98.37,590.22,3,1,0
CUST-1258,53,Fiber Optic,Two year,86.93,4607.29,0,1,0
CUST-1259,69,DSL,One year,40.92,2823.48,2,3,0
CUST-1260,13,DSL,Month-to-month,39.97,519.61,1,1,1
CUST-1261,7,Fiber Optic,Two year,91.44,640.08,4,3,0
CUST-1262,52,Fiber Optic,One year,88.29,4591.08,5,2,0
CUST-1263,10,Fiber Optic,One year,75.43,754.3,5,0,0
CUST-1264,55,DSL,Two year,50.8,2794.0,2,1,0
CUST-1265,29,DSL,Month-to-month,38.3,1110.7,0,0,1
CUST-1266,15,Fiber Optic,Two year,99.22,1488.3,3,1,1
CUST-1267,11,DSL,One year,62.61,688.71,4,1,1
CUST-1268,47,Fiber Optic,One year,80.58,3787.26,0,2,0
CUST-1269,27,DSL,Month-to-month,39.26,1060.02,1,3,1
CUST-1270,29,Fiber Optic,Month-to-month,84.06,2437.74,2,2,0
CUST-1271,40,Fiber Optic,One year,82.71,3308.4,0,0,1
CUST-1272,43,DSL,Month-to-month,46.07,1981.01,4,1,1
CUST-1273,17,DSL,One year,52.77,897.09,2,2,0
CUST-1274,49,Fiber Optic,Two year,109.48,5364.52,0,2,0
CUST-1275,62,DSL,Month-to-month,54.17,3358.54,3,1,0
CUST-1276,40,DSL,One year,65.34,2613.6,4,2,1
CUST-1277,24,Fiber Optic,Month-to-month,92.17,2212.08,3,0,0
CUST-1278,9,DSL,Two year,38.39,345.51,5,1,0
CUST-1279,61,Fiber Optic,One year,75.4,4599.4,4,3,0
CUST-1280,15,DSL,Two year,38.2,573.0,5,0,1
CUST-1281,7,DSL,Two year,69.51,486.57,7,0,0
CUST-1282,41,DSL,Month-to-month,60.41,2476.81,2,0,0
CUST-1283,8,DSL,One year,48.82,390.56,7,3,0
CUST-1284,55,Fiber Optic,One year,95.89,5273.95,3,1,0
CUST-1285,42,Fiber Optic,Two year,82.68,3472.56,0,1,0
CUST-1286,34,Fiber Optic,One year,81.9,2784.6,3,0,1
CUST-1287,24,Fiber Optic,Month-to-month,97.66,2343.84,4,1,1
CUST-1288,65,DSL,Month-to-month,56.92,3699.8,5,3,0
CUST-1289,14,DSL,Two year,68.16,954.24,1,0,0
CUST-1290,18,DSL,Two year,48.91,880.38,3,2,0
CUST-1291,13,Fiber Optic,Two year,92.58,1203.54,2,1,0
CUST-1292,31,DSL,Month-to-month,49.17,1524.27,3,3,0
CUST-1293,48,DSL,Month-to-month,53.31,2558.88,1,0,0
CUST-1294,67,Fiber Optic,Month-to-month,95.01,6365.67,2,2,1
CUST-1295,37,DSL,Two year,40.75,1507.75,4,2,1
CUST-1296,67,Fiber Optic,Two year,91.54,6133.18,5,0,0
CUST-1297,54,DSL,One year,56.21,3035.34,0,1,0
CUST-1298,1,DSL,Two year,67.56,67.56,6,3,0
CUST-1299,45,DSL,One year,43.14,1941.3,1,0,0
CUST-1300,35,Fiber Optic,Month-to-month,94.21,3297.35,4,1,1
CUST-1301,13,Fiber Optic,Two year,103.01,1339.13,2,3,1
CUST-1302,51,DSL,One year,43.95,2241.45,2,1,0
CUST-1303,27,DSL,Month-to-month,48.63,1313.01,0,0,0
CUST-1304,9,Fiber Optic,Month-to-month,107.49,967.41,6,2,1
CUST-1305,65,Fiber Optic,Month-to-month,101.39,6590.35,4,2,1
CUST-1306,57,Fiber Optic,One year,92.69,5283.33,2,1,0
CUST-1307,57,DSL,One year,63.56,3622.92,3,2,0
CUST-1308,24,Fiber Optic,Two year,103.23,2477.52,4,1,1
CUST-1309,44,DSL,One year,36.1,1588.4,5,2,0
CUST-1310,16,Fiber Optic,Month-to-month,91.81,1468.96,4,0,0
CUST-1311,52,Fiber Optic,Month-to-month,87.41,4545.32,2,1,0
CUST-1312,54,Fiber Optic,Month-to-month,95.89,5178.06,4,1,1
CUST-1313,5,DSL,One year,51.0,255.0,8,0,0
CUST-1314,12,DSL,Two year,53.17,638.04,0,3,0
CUST-1315,70,Fiber Optic,One year,80.41,5628.7,1,0,0
CUST-1316,36,DSL,One year,51.48,1853.28,4,2,0
CUST-1317,30,DSL,Month-to-month,66.94,2008.2,2,2,0
CUST-1318,5,Fiber Optic,Two year,99.89,499.45,3,1,0
CUST-1319,28,Fiber Optic,One year,87.34,2445.52,0,2,0
CUST-1320,67,Fiber Optic,Two year,81.47,5458.49,2,1,0
CUST-1321,24,DSL,Month-to-month,49.52,1188.48,5,0,1
CUST-1322,36,Fiber Optic,Month-to-month,87.84,3162.24,4,3,0
CUST-1323,27,Fiber Optic,Two year,97.52,2633.04,4,2,1
CUST-1324,53,Fiber Optic,Two year,106.56,5647.68,2,0,0
CUST-1325,29,DSL,Month-to-month,54.3,1574.7,0,0,0
CUST-1326,9,Fiber Optic,One year,97.62,878.58,8,0,1
CUST-1327,2,DSL,One year,53.94,107.88,8,0,1
CUST-1328,12,Fiber Optic,One year,97.92,1175.04,7,3,1
CUST-1329,60,DSL,One year,44.02,2641.2,1,2,0
CUST-1330,72,DSL,Two year,66.95,4820.4,0,0,0
CUST-1331,31,Fiber Optic,Two year,86.24,2673.44,4,2,1
CUST-1332,43,Fiber Optic,Two year,91.52,3935.36,0,2,0
CUST-1333,26,DSL,One year,65.21,1695.46,4,1,0
CUST-1334,37,Fiber Optic,Month-to-month,96.01,3552.37,0,2,0
CUST-1335,32,Fiber Optic,One year,81.97,2623.04,5,0,0
CUST-1336,69,Fiber Optic,One year,82.48,5691.12,2,3,0
CUST-1337,71,Fiber Optic,One year,97.61,6930.31,0,0,0
CUST-1338,70,DSL,Month-to-month,37.37,2615.9,4,0,0
CUST-1339,55,Fiber Optic,Month-to-month,102.45,5634.75,0,1,0
CUST-1340,71,Fiber Optic,Month-to-month,88.33,6271.43,2,2,0
CUST-1341,7,DSL,Month-to-month,38.02,266.14,2,2,0
CUST-1342,9,Fiber Optic,One year,101.4,912.6,1,1,0
CUST-1343,63,DSL,Two year,56.28,3545.64,1,1,0
CUST-1344,17,Fiber Optic,Month-to-month,102.52,1742.84,1,0,1
CUST-1345,2,DSL,Two year,62.17,124.34,2,3,0
CUST-1346,59,Fiber Optic,One year,80.28,4736.52,1,3,0
CUST-1347,67,DSL,Two year,46.41,3109.47,5,1,0
CUST-1348,22,Fiber Optic,One year,95.45,2099.9,1,1,0
CUST-1349,46,Fiber Optic,Two year,108.88,5008.48,3,0,1
CUST-1350,54,DSL,One year,64.28,3471.12,3,2,0
CUST-1351,37,DSL,Month-to-month,63.1,2334.7,1,1,1
CUST-1352,22,DSL,Month-to-month,68.83,1514.26,5,1,0
CUST-1353,22,Fiber Optic,Month-to-month,98.17,2159.74,3,1,1
CUST-1354,54,Fiber Optic,One year,105.94,5720.76,1,3,0
CUST-1355,46,Fiber Optic,Month-to-month,106.48,4898.08,3,1,1
CUST-1356,60,DSL,Two year,57.68,3460.8,2,2,0
CUST-1357,64,DSL,Two year,37.36,2391.04,3,0,0
CUST-1358,26,Fiber Optic,Month-to-month,90.08,2342.08,5,2,0
CUST-1359,12,DSL,Two year,46.56,558.72,3,1,0
CUST-1360,15,Fiber Optic,One year,96.06,1440.9,2,1,0
CUST-1361,37,Fiber Optic,Month-to-month,79.53,2942.61,1,2,0
CUST-1362,35,Fiber Optic,Two year,105.37,3687.95,0,2,0
CUST-1363,26,Fiber Optic,Two year,101.36,2635.36,4,3,1
CUST-1364,6,DSL,Two year,60.86,365.16,3,0,0
CUST-1365,15,DSL,Month-to-month,49.72,745.8,0,3,0
CUST-1366,41,DSL,Month-to-month,37.89,1553.49,5,2,1
CUST-1367,3,DSL,Two year,37.92,113.76,8,2,0
CUST-1368,5,DSL,One year,36.09,180.45,3,2,1
CUST-1369,49,Fiber Optic,Month-to-month,83.31,4082.19,0,0,0
CUST-1370,65,DSL,Two year,51.27,3332.55,1,2,0
CUST-1371,56,Fiber Optic,Two year,97.8,5476.8,5,1,1
CUST-1372,44,Fiber Optic,Month-to-month,103.45,4551.8,2,3,0
CUST-1373,2,DSL,Two year,48.69,97.38,8,1,1
CUST-1374,69,Fiber Optic,Two year,103.45,7138.05,5,2,0
CUST-1375,61,Fiber Optic,One year,96.44,5882.84,1,2,0
CUST-1376,7,Fiber Optic,One year,102.71,718.97,4,3,0
CUST-1377,61,DSL,One year,38.22,2331.42,4,1,0
CUST-1378,65,Fiber Optic,Two year,101.97,6628.05,5,0,0
CUST-1379,48,DSL,One year,67.4,3235.2,0,2,0
CUST-1380,34,Fiber Optic,Two year,82.66,2810.44,2,2,0
CUST-1381,48,DSL,Month-to-month,52.84,2536.32,5,2,1
CUST-1382,46,DSL,One year,63.84,2936.64,1,1,0
CUST-1383,68,DSL,Month-to-month,61.39,4174.52,3,3,1
CUST-1384,15,Fiber Optic,One year,80.85,1212.75,2,1,0
CUST-1385,52,DSL,Month-to-month,65.87,3425.24,4,0,0
CUST-1386,28,Fiber Optic,Two year,86.48,2421.44,2,3,0
CUST-1387,54,DSL,Two year,60.03,3241.62,5,1,1
CUST-1388,5,Fiber Optic,Month-to-month,82.66,413.3,6,0,1
CUST-1389,21,Fiber Optic,Month-to-month,108.74,2283.54,2,2,0
CUST-1390,43,Fiber Optic,Two year,78.42,3372.06,3,1,0
CUST-1391,5,DSL,Two year,61.08,305.4,8,3,0
CUST-1392,37,DSL,Month-to-month,56.71,2098.27,0,2,0
CUST-1393,43,Fiber Optic,Two year,96.47,4148.21,3,2,0
CUST-1394,62,Fiber Optic,Month-to-month,89.51,5549.62,1,1,0
CUST-1395,63,Fiber Optic,Two year,88.2,5556.6,1,1,0
CUST-1396,30,DSL,Two year,35.75,1072.5,0,3,0
CUST-1397,55,DSL,Two year,65.39,3596.45,5,0,0
CUST-1398,40,Fiber Optic,Month-to-month,89.86,3594.4,1,1,0
CUST-1399,43,Fiber Optic,One year,104.18,4479.74,3,1,0
CUST-1400,44,DSL,Two year,67.61,2974.84,4,2,0
CUST-1401,56,Fiber Optic,Month-to-month,103.7,5807.2,4,1,1
CUST-1402,37,Fiber Optic,One year,102.35,3786.95,0,1,0
CUST-1403,17,Fiber Optic,Month-to-month,103.68,1762.56,1,3,1
CUST-1404,55,Fiber Optic,Month-to-month,104.71,5759.05,5,0,1
CUST-1405,23,DSL,Two year,35.95,826.85,3,0,0
CUST-1406,47,DSL,Two year,49.37,2320.39,2,1,0
CUST-1407,69,DSL,Two year,40.49,2793.81,3,0,0
CUST-1408,58,DSL,One year,35.06,2033.48,5,2,0
CUST-1409,32,DSL,Two year,37.64,1204.48,1,1,0
CUST-1410,67,DSL,Two year,47.23,3164.41,5,1,0
CUST-1411,4,Fiber Optic,Month-to-month,97.05,388.2,1,0,1
CUST-1412,13,Fiber Optic,Month-to-month,89.12,1158.56,3,0,1
CUST-1413,68,DSL,One year,42.44,2885.92,2,2,0
CUST-1414,49,Fiber Optic,Two year,89.64,4392.36,3,3,0
CUST-1415,52,DSL,Two year,56.03,2913.56,1,1,0
CUST-1416,12,DSL,Two year,55.88,670.56,3,1,0
CUST-1417,33,Fiber Optic,Month-to-month,98.64,3255.12,0,3,1
CUST-1418,8,DSL,Month-to-month,40.71,325.68,0,2,1
CUST-1419,56,DSL,Month-to-month,36.38,2037.28,3,3,0
CUST-1420,61,Fiber Optic,One year,76.81,4685.41,4,2,0
CUST-1421,22,DSL,Month-to-month,65.36,1437.92,2,3,0
CUST-1422,65,DSL,One year,54.9,3568.5,2,0,0
CUST-1423,21,Fiber Optic,Month-to-month,85.66,1798.86,0,1,1
CUST-1424,19,Fiber Optic,Month-to-month,81.83,1554.77,1,3,0
CUST-1425,46,DSL,Two year,46.69,2147.74,1,1,1
CUST-1426,63,Fiber Optic,Month-to-month,91.5,5764.5,1,2,0
CUST-1427,33,DSL,Two year,58.91,1944.03,5,3,0
CUST-1428,58,DSL,One year,39.99,2319.42,0,2,0
CUST-1429,14,DSL,One year,68.6,960.4,4,2,1
CUST-1430,60,DSL,Month-to-month,56.11,3366.6,0,0,1
CUST-1431,20,DSL,Two year,65.37,1307.4,4,0,1
CUST-1432,11,Fiber Optic,Two year,75.91,835.01,6,0,0
CUST-1433,49,DSL,Month-to-month,64.39,3155.11,0,3,0
CUST-1434,53,DSL,Month-to-month,61.18,3242.54,0,2,1
CUST-1435,41,Fiber Optic,One year,88.47,3627.27,0,0,1
CUST-1436,35,Fiber Optic,Two year,98.8,3458.0,5,1,0
CUST-1437,65,Fiber Optic,Month-to-month,97.97,6368.05,1,2,0
CUST-1438,25,Fiber Optic,One year,79.06,1976.5,5,1,1
CUST-1439,2,Fiber Optic,One year,103.94,207.88,3,0,1
CUST-1440,40,Fiber Optic,Month-to-month,105.58,4223.2,5,2,1
CUST-1441,53,Fiber Optic,Month-to-month,85.91,4553.23,5,3,0
CUST-1442,48,Fiber Optic,Two year,88.28,4237.44,3,2,0
CUST-1443,63,Fiber Optic,Month-to-month,80.89,5096.07,2,0,0
CUST-1444,49,DSL,Two year,63.69,3120.81,4,1,1
CUST-1445,45,DSL,Month-to-month,51.73,2327.85,3,3,1
CUST-1446,45,DSL,Month-to-month,66.81,3006.45,1,3,0
CUST-1447,21,DSL,Month-to-month,58.82,1235.22,0,1,1
CUST-1448,8,Fiber Optic,One year,100.66,805.28,1,0,0
CUST-1449,36,DSL,Two year,49.12,1768.32,1,3,0
CUST-1450,33,Fiber Optic,Two year,80.11,2643.63,4,2,1
CUST-1451,40,DSL,One year,45.51,1820.4,1,0,0
CUST-1452,34,Fiber Optic,One year,105.03,3571.02,4,0,0
CUST-1453,7,Fiber Optic,One year,78.23,547.61,5,0,1
CUST-1454,1,DSL,Month-to-month,58.06,58.06,1,0,0
CUST-1455,42,Fiber Optic,One year,82.23,3453.66,2,2,0
CUST-1456,61,Fiber Optic,Month-to-month,83.58,5098.38,4,3,0
CUST-1457,65,Fiber Optic,Two year,103.62,6735.3,1,3,0
CUST-1458,25,Fiber Optic,Month-to-month,86.04,2151.0,5,0,1
CUST-1459,2,DSL,One year,46.27,92.54,3,3,0
CUST-1460,70,DSL,One year,58.65,4105.5,4,1,0
CUST-1461,21,DSL,One year,36.92,775.32,1,2,1
CUST-1462,57,Fiber Optic,Two year,83.07,4734.99,5,1,0
CUST-1463,52,DSL,Month-to-month,49.14,2555.28,0,0,0
CUST-1464,32,DSL,Two year,46.32,1482.24,2,1,0
CUST-1465,56,DSL,One year,54.07,3027.92,2,2,0
CUST-1466,28,DSL,One year,41.39,1158.92,2,0,0
CUST-1467,36,DSL,Two year,50.69,1824.84,2,1,0
CUST-1468,30,DSL,Two year,43.46,1303.8,4,0,0
CUST-1469,16,DSL,Month-to-month,62.21,995.36,2,0,1
CUST-1470,55,DSL,Two year,50.54,2779.7,4,1,1
CUST-1471,27,DSL,Two year,35.96,970.92,2,3,0
CUST-1472,3,DSL,One year,38.17,114.51,2,1,0
CUST-1473,19,Fiber Optic,Month-to-month,83.0,1577.0,4,2,1
CUST-1474,47,Fiber Optic,Month-to-month,100.92,4743.24,4,1,1
CUST-1475,43,DSL,One year,46.12,1983.16,3,1,0
CUST-1476,26,DSL,One year,66.1,1718.6,5,1,1
CUST-1477,69,Fiber Optic,One year,89.37,6166.53,4,2,1
CUST-1478,15,Fiber Optic,Two year,98.29,1474.35,2,1,0
CUST-1479,55,DSL,One year,55.93,3076.15,4,3,0
CUST-1480,43,Fiber Optic,Month-to-month,85.84,3691.12,0,3,0
CUST-1481,69,DSL,Month-to-month,42.79,2952.51,2,2,0
CUST-1482,52,Fiber Optic,Month-to-month,93.56,4865.12,1,1,0
CUST-1483,48,DSL,One year,49.5,2376.0,0,3,0
CUST-1484,30,DSL,One year,64.39,1931.7,1,2,0
CUST-1485,32,Fiber Optic,Month-to-month,95.98,3071.36,1,3,1
CUST-1486,6,Fiber Optic,One year,109.39,656.34,2,0,0
CUST-1487,70,DSL,Month-to-month,43.22,3025.4,2,2,1
CUST-1488,47,DSL,Two year,56.95,2676.65,2,0,0
CUST-1489,22,DSL,Month-to-month,39.72,873.84,0,3,0
CUST-1490,17,DSL,Two year,51.5,875.5,4,1,0
CUST-1491,15,Fiber Optic,Two year,95.66,1434.9,2,0,0
CUST-1492,41,Fiber Optic,One year,105.15,4311.15,5,1,1
CUST-1493,24,DSL,One year,40.11,962.64,5,1,0
CUST-1494,3,Fiber Optic,Month-to-month,89.56,268.68,3,1,0
CUST-1495,9,Fiber Optic,One year,75.92,683.28,3,3,0
CUST-1496,58,DSL,Two year,56.65,3285.7,1,1,0
CUST-1497,43,DSL,Two year,47.17,2028.31,4,2,1
CUST-1498,59,DSL,Two year,48.43,2857.37,1,1,0
CUST-1499,19,DSL,Two year,69.87,1327.53,1,2,1
CUST-1500,20,DSL,One year,47.07,941.4,5,0,0
CUST-1501,13,Fiber Optic,Two year,102.26,1329.38,0,2,0
CUST-1502,46,DSL,Two year,59.67,2744.82,2,3,0
CUST-1503,69,Fiber Optic,One year,94.53,6522.57,0,0,0
CUST-1504,3,DSL,Month-to-month,55.95,167.85,5,0,1
CUST-1505,33,DSL,Two year,54.0,1782.0,1,1,0
CUST-1506,63,DSL,Month-to-month,43.88,2764.44,0,1,0
CUST-1507,63,Fiber Optic,Month-to-month,84.94,5351.22,3,3,0
CUST-1508,43,Fiber Optic,Two year,102.09,4389.87,2,1,0
CUST-1509,21,DSL,One year,38.31,804.51,5,0,0
CUST-1510,16,DSL,Two year,65.71,1051.36,1,1,0
CUST-1511,18,DSL,Two year,51.88,933.84,1,3,0
CUST-1512,23,DSL,Two year,43.57,1002.11,4,3,1
CUST-1513,15,Fiber Optic,Two year,92.99,1394.85,2,3,0
CUST-1514,17,Fiber Optic,Two year,89.52,1521.84,0,2,0
CUST-1515,40,DSL,Month-to-month,49.48,1979.2,0,3,0
CUST-1516,65,Fiber Optic,Two year,88.84,5774.6,2,0,0
CUST-1517,7,Fiber Optic,Two year,89.51,626.57,1,0,0
CUST-1518,16,Fiber Optic,Two year,103.48,1655.68,4,0,0
CUST-1519,41,Fiber Optic,Month-to-month,89.93,3687.13,5,1,0
CUST-1520,27,Fiber Optic,One year,97.34,2628.18,2,2,0
CUST-1521,30,DSL,Month-to-month,58.58,1757.4,4,3,1
CUST-1522,49,DSL,Month-to-month,41.43,2030.07,1,1,0
CUST-1523,65,Fiber Optic,Two year,93.87,6101.55,1,2,0
CUST-1524,51,Fiber Optic,Month-to-month,98.89,5043.39,3,2,0
CUST-1525,39,Fiber Optic,One year,88.85,3465.15,4,2,0
CUST-1526,57,DSL,One year,52.0,2964.0,0,0,0
CUST-1527,37,DSL,One year,57.92,2143.04,5,3,1
CUST-1528,25,DSL,Month-to-month,40.37,1009.25,5,2,1
CUST-1529,60,DSL,One year,58.97,3538.2,4,3,0
CUST-1530,70,DSL,Month-to-month,36.58,2560.6,3,3,0
CUST-1531,18,DSL,Month-to-month,41.72,750.96,4,1,1
CUST-1532,26,DSL,Month-to-month,46.19,1200.94,2,0,1
CUST-1533,58,Fiber Optic,Two year,105.29,6106.82,1,2,1
CUST-1534,32,DSL,One year,49.51,1584.32,1,2,0
CUST-1535,66,Fiber Optic,Two year,91.41,6033.06,5,3,1
CUST-1536,3,DSL,Month-to-month,49.08,147.24,6,3,0
CUST-1537,37,DSL,One year,63.14,2336.18,1,2,1
CUST-1538,8,DSL,One year,54.88,439.04,2,2,0
CUST-1539,45,DSL,Month-to-month,37.08,1668.6,0,0,0
CUST-1540,70,Fiber Optic,Month-to-month,103.12,7218.4,1,0,0
CUST-1541,23,DSL,One year,40.01,920.23,0,3,0
CUST-1542,61,Fiber Optic,One year,77.72,4740.92,2,0,0
CUST-1543,67,Fiber Optic,Month-to-month,75.24,5041.08,2,0,0
CUST-1544,62,DSL,One year,52.15,3233.3,1,1,0
CUST-1545,42,DSL,Two year,63.9,2683.8,5,3,0
CUST-1546,68,DSL,Month-to-month,50.51,3434.68,4,3,0
CUST-1547,64,Fiber Optic,Month-to-month,101.99,6527.36,4,2,0
CUST-1548,72,Fiber Optic,Two year,108.29,7796.88,5,1,1
CUST-1549,60,Fiber Optic,One year,100.97,6058.2,0,1,0
CUST-1550,65,Fiber Optic,Two year,103.99,6759.35,5,1,0
CUST-1551,43,DSL,Two year,35.66,1533.38,0,0,0
CUST-1552,4,DSL,Two year,49.65,198.6,8,2,0
CUST-1553,10,DSL,Two year,46.59,465.9,0,2,0
CUST-1554,3,Fiber Optic,Two year,92.86,278.58,6,0,1
CUST-1555,60,DSL,One year,55.62,3337.2,4,1,0
CUST-1556,41,Fiber Optic,Two year,100.36,4114.76,3,0,0
CUST-1557,68,DSL,One year,54.66,3716.88,1,1,0
CUST-1558,18,Fiber Optic,Month-to-month,108.31,1949.58,0,3,1
CUST-1559,71,DSL,Month-to-month,61.68,4379.28,3,1,0
CUST-1560,42,DSL,Month-to-month,40.59,1704.78,4,0,1
CUST-1561,67,Fiber Optic,Month-to-month,80.45,5390.15,3,0,0
CUST-1562,12,Fiber Optic,Month-to-month,81.44,977.28,5,3,1
CUST-1563,43,Fiber Optic,Two year,99.15,4263.45,3,0,0
CUST-1564,24,Fiber Optic,Two year,81.47,1955.28,1,3,0
CUST-1565,39,DSL,Two year,49.0,1911.0,1,2,0
CUST-1566,18,Fiber Optic,Two year,82.82,1490.76,4,0,0
CUST-1567,31,DSL,One year,61.46,1905.26,0,1,0
CUST-1568,35,DSL,Two year,69.19,2421.65,5,0,1
CUST-1569,20,DSL,Month-to-month,69.62,1392.4,5,1,0
CUST-1570,66,DSL,One year,36.55,2412.3,4,2,0
CUST-1571,31,Fiber Optic,Two year,97.97,3037.07,2,2,0
CUST-1572,9,DSL,One year,51.15,460.35,4,0,1
CUST-1573,59,DSL,Month-to-month,45.8,2702.2,1,2,0
CUST-1574,7,Fiber Optic,Month-to-month,82.44,577.08,1,2,1
CUST-1575,13,Fiber Optic,One year,97.24,1264.12,2,0,0
CUST-1576,55,Fiber Optic,Month-to-month,95.32,5242.6,3,1,0
CUST-1577,10,DSL,Month-to-month,40.18,401.8,0,1,1
CUST-1578,41,Fiber Optic,Month-to-month,86.35,3540.35,1,2,1
CUST-1579,14,DSL,Month-to-month,59.16,828.24,4,1,1
CUST-1580,70,DSL,Month-to-month,63.7,4459.0,5,2,0
CUST-1581,65,Fiber Optic,Two year,80.65,5242.25,1,2,0
CUST-1582,5,Fiber Optic,Month-to-month,104.25,521.25,6,1,1
CUST-1583,16,DSL,Month-to-month,65.17,1042.72,4,1,1
CUST-1584,60,DSL,One year,48.66,2919.6,1,0,0
CUST-1585,2,DSL,Month-to-month,57.52,115.04,8,0,1
CUST-1586,16,Fiber Optic,One year,103.45,1655.2,0,3,0
CUST-1587,49,DSL,Month-to-month,47.12,2308.88,2,3,0
CUST-1588,25,Fiber Optic,Two year,93.95,2348.75,2,3,0
CUST-1589,47,DSL,One year,37.97,1784.59,1,1,0
CUST-1590,34,DSL,One year,52.5,1785.0,1,3,0
CUST-1591,71,Fiber Optic,Month-to-month,104.49,7418.79,4,0,1
CUST-1592,5,DSL,Two year,42.61,213.05,4,3,1
CUST-1593,41,Fiber Optic,Month-to-month,86.27,3537.07,2,2,0
CUST-1594,68,DSL,Two year,65.41,4447.88,2,1,0
CUST-1595,39,Fiber Optic,Two year,103.68,4043.52,1,0,0
CUST-1596,45,Fiber Optic,Two year,96.35,4335.75,3,3,1
CUST-1597,43,Fiber Optic,One year,90.6,3895.8,5,2,1
CUST-1598,58,Fiber Optic,Month-to-month,94.12,5458.96,5,0,1
CUST-1599,31,DSL,One year,60.95,1889.45,2,0,0
CUST-1600,21,Fiber Optic,Month-to-month,84.8,1780.8,4,3,0
CUST-1601,10,Fiber Optic,Month-to-month,81.83,818.3,4,3,1
CUST-1602,41,DSL,Two year,43.87,1798.67,5,1,1
CUST-1603,49,Fiber Optic,One year,94.45,4628.05,3,2,0
CUST-1604,12,DSL,Month-to-month,48.83,585.96,0,3,0
CUST-1605,60,Fiber Optic,Two year,80.41,4824.6,3,2,0
CUST-1606,48,DSL,Two year,59.41,2851.68,1,1,0
CUST-1607,50,Fiber Optic,Two year,100.13,5006.5,0,3,0
CUST-1608,41,Fiber Optic,Two year,76.8,3148.8,4,0,0
CUST-1609,69,Fiber Optic,Two year,95.32,6577.08,1,3,0
CUST-1610,48,Fiber Optic,Two year,99.13,4758.24,5,3,0
CUST-1611,70,Fiber Optic,One year,90.17,6311.9,2,1,0
CUST-1612,57,Fiber Optic,Two year,107.75,6141.75,4,1,0
CUST-1613,21,Fiber Optic,Month-to-month,75.26,1580.46,5,0,1
